Показник,Територіальний розріз,Напрям природоохоронної діяльності,Вид економічної діяльності,Періодичність,Період,Значення cпостереження
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Закарпатська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Поводження з відходами,Усього,Річна,2021,40500.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Поводження з відходами,Усього,Річна,2022,5101000.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Поводження з відходами,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Поводження з відходами,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Очищення зворотних вод,Усього,Річна,2021,30800.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Очищення зворотних вод,Усього,Річна,2022,2071800.0000000002
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Очищення зворотних вод,Усього,Річна,2023,3438700.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Очищення зворотних вод,Усього,Річна,2024,14498600.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Очищення зворотних вод,Усього,Річна,2025,8431300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2021,193372500.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2022,108474900.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2023,118161300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2024,140800300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2025,62686300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Радіаційна безпека,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Радіаційна безпека,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Збереження біорізноманіття та середовища існування,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2021,6052200.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2023,11419200.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2024,17466600.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Запорізька,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2025,36969100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Зниження шумового та вібраційного впливу,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Збереження біорізноманіття та середовища існування,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Збереження біорізноманіття та середовища існування,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Збереження біорізноманіття та середовища існування,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Інші напрями природоохоронної діяльності,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Інші напрями природоохоронної діяльності,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Інші напрями природоохоронної діяльності,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Очищення зворотних вод,Усього,Річна,2021,6637000.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Очищення зворотних вод,Усього,Річна,2022,1194500.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Очищення зворотних вод,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Очищення зворотних вод,Усього,Річна,2024,151100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2021,1266900.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2022,221600.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2023,4838100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2024,12504100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2025,9145900.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Радіаційна безпека,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2021,10816700.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2022,1635200.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Поводження з відходами,Усього,Річна,2021,520799.99999999994
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Поводження з відходами,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Поводження з відходами,Усього,Річна,2023,271200.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Поводження з відходами,Усього,Річна,2024,1008900.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Поводження з відходами,Усього,Річна,2025,499000.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Івано-Франківська,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Очищення зворотних вод,Усього,Річна,2021,174800.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Очищення зворотних вод,Усього,Річна,2022,248400.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Очищення зворотних вод,Усього,Річна,2023,13236100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Очищення зворотних вод,Усього,Річна,2024,49517600.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Очищення зворотних вод,Усього,Річна,2025,42049200.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2021,1203800.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2022,2290000.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2023,31748300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2024,265200.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2025,4912200.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Радіаційна безпека,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Радіаційна безпека,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Радіаційна безпека,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Зниження шумового та вібраційного впливу,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Зниження шумового та вібраційного впливу,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Поводження з відходами,Усього,Річна,2021,3101800.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Поводження з відходами,Усього,Річна,2022,3468900.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Поводження з відходами,Усього,Річна,2023,3948100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Поводження з відходами,Усього,Річна,2024,972100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Поводження з відходами,Усього,Річна,2025,5527100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Інші напрями природоохоронної діяльності,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Інші напрями природоохоронної діяльності,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Інші напрями природоохоронної діяльності,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Збереження біорізноманіття та середовища існування,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Збереження біорізноманіття та середовища існування,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Збереження біорізноманіття та середовища існування,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Київська,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2024,5700100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Поводження з відходами,Усього,Річна,2021,5400.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Поводження з відходами,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Поводження з відходами,Усього,Річна,2023,295200.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Поводження з відходами,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Поводження з відходами,Усього,Річна,2025,1038900.0000000001
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Очищення зворотних вод,Усього,Річна,2021,146176700.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Очищення зворотних вод,Усього,Річна,2022,118764900.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Очищення зворотних вод,Усього,Річна,2023,135106700.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Очищення зворотних вод,Усього,Річна,2024,119854000.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Очищення зворотних вод,Усього,Річна,2025,191454500.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Збереження біорізноманіття та середовища існування,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Збереження біорізноманіття та середовища існування,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Кіровоградська,Збереження біорізноманіття та середовища існування,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Луганська,Збереження біорізноманіття та середовища існування,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Луганська,Збереження біорізноманіття та середовища існування,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Луганська,Збереження біорізноманіття та середовища існування,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Луганська,Очищення зворотних вод,Усього,Річна,2021,2018000.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Луганська,Поводження з відходами,Усього,Річна,2021,774400.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Луганська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2021,12969400.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Збереження біорізноманіття та середовища існування,Усього,Річна,2022,561500.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Збереження біорізноманіття та середовища існування,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Збереження біорізноманіття та середовища існування,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Науково-дослідні роботи природоохоронного спрямування,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2021,15722300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2022,273300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2023,164500.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,"Захист і реабілітацію ґрунту, підземних  і поверхневих вод",Усього,Річна,2024,16300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Зниження шумового та вібраційного впливу,Усього,Річна,2021,8000.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Зниження шумового та вібраційного впливу,Усього,Річна,2022,8000.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Зниження шумового та вібраційного впливу,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2021,12157400.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2022,4988600.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2023,6016900.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2024,1942300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2025,300407400.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Інші напрями природоохоронної діяльності,Усього,Річна,2021,7769100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Інші напрями природоохоронної діяльності,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Інші напрями природоохоронної діяльності,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Інші напрями природоохоронної діяльності,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Поводження з відходами,Усього,Річна,2021,26018400.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Поводження з відходами,Усього,Річна,2022,1571900.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Поводження з відходами,Усього,Річна,2023,16998000.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Поводження з відходами,Усього,Річна,2024,13899100.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Поводження з відходами,Усього,Річна,2025,13531600.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Очищення зворотних вод,Усього,Річна,2021,3758200.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Очищення зворотних вод,Усього,Річна,2022,21440200.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Очищення зворотних вод,Усього,Річна,2023,3886300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Очищення зворотних вод,Усього,Річна,2024,9857300.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Очищення зворотних вод,Усього,Річна,2025,30345900.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Радіаційна безпека,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Радіаційна безпека,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Львівська,Радіаційна безпека,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Поводження з відходами,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Поводження з відходами,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Поводження з відходами,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Очищення зворотних вод,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Очищення зворотних вод,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Очищення зворотних вод,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Охорона атмосферного повітря і проблеми зміни клімату,Усього,Річна,2024,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Інші напрями природоохоронної діяльності,Усього,Річна,2022,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Інші напрями природоохоронної діяльності,Усього,Річна,2023,0.0
Інвестиції у капітальний ремонт основних засобів природоохоронного призначення,Миколаївська,Збереження біорізноманіття та середовища існування,Усього,Річна,2022,0.0
